0.001545 	1 	1 	1 	1 	1 	2 	2 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	2 	1 	2 	1 	1 	1 	2 	1 	1 	1 	1 	1 	2 	1 	1 	2 	1 	1 	1 	1 	1 	2 	1 	1 	1 	1 	1 	1 	1 	2 	1 	2 	2 	1 	1 	1 	2 	1 	1 	1 	1 	1 	
0.019595 	1 	1 	1 	1 	1 	2 	2 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	2 	1 	2 	1 	1 	1 	2 	1 	1 	1 	1 	1 	2 	1 	1 	2 	1 	1 	1 	1 	1 	2 	1 	1 	1 	1 	1 	1 	1 	2 	1 	2 	2 	1 	1 	1 	2 	1 	1 	1 	1 	1 	
0.035739 	1 	1 	1 	1 	1 	2 	2 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	2 	1 	2 	1 	1 	1 	2 	1 	1 	1 	1 	1 	2 	1 	1 	2 	1 	1 	1 	1 	1 	2 	1 	1 	1 	1 	1 	1 	1 	2 	1 	2 	2 	1 	1 	1 	2 	1 	1 	1 	1 	1 	
0.047917 	1 	1 	1 	1 	1 	2 	2 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	2 	1 	2 	1 	1 	1 	2 	1 	1 	1 	1 	1 	2 	1 	1 	2 	1 	1 	1 	1 	1 	2 	1 	1 	1 	1 	1 	1 	1 	2 	1 	2 	2 	1 	1 	1 	2 	1 	1 	1 	1 	1 	
0.078105 	1 	1 	1 	1 	1 	2 	2 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	2 	1 	2 	1 	1 	1 	2 	1 	1 	1 	1 	1 	2 	1 	1 	2 	1 	1 	1 	1 	1 	2 	1 	1 	1 	1 	1 	1 	1 	2 	1 	2 	2 	1 	1 	1 	2 	1 	1 	1 	1 	1 	
0.096984 	1 	1 	1 	1 	1 	2 	2 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	2 	1 	2 	1 	1 	1 	2 	1 	1 	1 	1 	1 	2 	1 	1 	2 	1 	1 	1 	1 	1 	2 	1 	1 	1 	1 	1 	1 	1 	2 	1 	2 	2 	1 	1 	1 	2 	1 	1 	1 	1 	1 	
0.122136 	1 	1 	1 	1 	1 	2 	2 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	2 	1 	2 	1 	1 	1 	2 	1 	1 	1 	1 	1 	2 	1 	1 	2 	1 	1 	1 	1 	1 	2 	1 	1 	1 	1 	1 	1 	1 	2 	1 	2 	2 	1 	1 	1 	2 	1 	1 	1 	1 	1 	
0.152764 	1 	1 	1 	1 	1 	2 	2 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	2 	1 	2 	1 	1 	1 	2 	1 	1 	1 	1 	1 	2 	1 	1 	2 	1 	1 	1 	1 	1 	2 	1 	1 	1 	1 	1 	1 	1 	2 	1 	2 	2 	1 	1 	1 	2 	1 	1 	1 	1 	1 	
0.223769 	1 	1 	1 	1 	1 	2 	2 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	2 	1 	2 	1 	1 	1 	2 	1 	1 	1 	1 	1 	2 	1 	1 	2 	1 	1 	1 	1 	1 	2 	1 	1 	1 	1 	1 	1 	1 	2 	1 	2 	2 	1 	1 	1 	2 	1 	1 	1 	1 	1 	
0.325640 	1 	1 	1 	1 	1 	2 	2 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	2 	1 	2 	1 	1 	1 	2 	1 	1 	1 	1 	1 	2 	1 	1 	2 	1 	1 	1 	1 	1 	2 	1 	1 	1 	1 	1 	1 	1 	2 	1 	2 	2 	1 	1 	1 	2 	1 	1 	1 	1 	1 	
